comments;sentiment
atenciosos,ligam para dar acompanhamento. bom prazo de validade. demorou de chegar. agora e verificar a qualidade do produto.;pos
muito eficiente entregou bem rapido eu recomendo;pos
muito lindo o relogio!;neg
otimo produto e entrega no prazo;pos
chegou antes da data do prazo, porem vazou um pouco do produto!;pos
sempre que compro com voces meus itens chega em perfeito estado....;pos
produto entregue antes do prazo em otimo estado.;pos
bom . muito bom.;neg
entrega super rapida. produto de otima qualidade. recomendo.;pos
ola unico problema fui que nao recebemos o produto no endereco solicitado, tivemos que ir atras do produto na agencia dos correios no centro da cidade, sendo que pagamos ate a mais para receber em cas;pos
otimo!;pos
produto lindo, otimo;pos
excelente;pos
esperava mais, as toalhas poderiam ser mais grossas.;neg
entrega uma dia antes do previsto;pos
demora um pouco pra esquentar, mesmo na potencia maxima 5. mas atende bem. nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/beneficio.;pos
foi entregue bem embalado.entrega rapido comforme prometidocomforme a imagem.;pos
tudo ocorreu de forma eficiente;pos
o produto chegou antes do prazo e em perfeitas condicoes.;pos
o pedido nao foi entregue no meu endereco, paguei pelo frente e tive que ir ate o centro de distribuicao retirar meu pedido. falta de respeito pagar pra receber em casa e nao receber.;neg
o produto nao corresponde ao que eu comprei, a pelicula e muito menor que a tela do celular e nao cobre toda a tela.;neg
produto conforme anunciado, e veio antes do prazo...perfeito;pos
produto entregue. produto bom e entregue antes do previsto.;pos
boa. ainda nao usei em nenhuma viagem, mas parece ser muito boa.;pos
o produto foi encaminhado para cidade de destino no dia 31/03 e ate o momento nao recebi.;neg
recomendo;pos
produto nao foi entregue!;neg
simplesmente nao recebi meu produto e nao tenho um posicionamento decente do que acontecera.;neg
nao recebi o braco de ducha com desviador, somente a ducha 20x20 com braco de 30cm.;neg
otimo. adoro comprar nas lojas lannister;pos
entrega muito rapido, e produto excelente;pos
otimo;pos
o produto pode estar com mal funcionamento.ou o meu telefone nao esta conseguindo fazer a leitura.;neg
produto entregue;pos
loja sem vergonha. nao entregaram o pedido e tiveram a descaracao de duerem que eu o cancelei. porcaria de vendedor. stark escolheu muito mal o seu paeceiro.;neg
muito bom;pos
pessima . recebi o produto que eh falso quero meu dinheiro de volta;pos
produto nao veio conforme estava no site .mostrava calendario site mas quando recebi veio sem e esta dificil para fazer a troca e estorno do produto;neg
produto bom. entrega antes do prazo;pos
bom;pos
gostei muito;pos
comprei dois produtos, sendo que um deles nao chegou. um cabo adaptador de audio.;neg
gostei muito,chegou tudo certinho ate antes do prazo de entrega.;pos
produto entregue dentro do prazo .;pos
fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preco inferior e cheio de avaliacoes negativas. ninguem erra mandando um superior ne, curioso..ou seja, n recomendo;neg
mto bom. recebi o produto no prazo, tudo ok;pos
bom;pos
muito ruim, nao veio um produto e o outro veio errado..;neg
entragou no primeiro dia. abri protocolo para devolucao, produto de baixa qualidade deu problema no primeiro dia de uso.lannister virou um mercado livre....6 pedidos 6 problemas;neg
tudo como prometido. entrega no prazo e como descrito no site;pos
o meu pedido de numero 03-492551892, veio em partes. ficou faltando um sapatenis manchester polo match. que cada dia mostra que esta em um lugar e eu entro no site, aparece que ja foi entregue!;neg
a lannister sempre se superandoo;pos
recomendadissimo. fui surpreendido pela eficacia. otimo atentimento.;pos
otimo atendimento, tudo certo, entregue dentro do prazo.;pos
muito bom o produto. obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. adorei. parabens.;pos
a mercadoria nao foi entregue ainda..;neg
produto entregue no prazo. ainda nao utilizei o produto;pos
recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. nao gostei dessa atitude. demorou 2 semanas.;neg
eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... nao cancelaram... mandaram assim msm... eu pedi quando a nf ainda nao tinha sido emitida;neg
muito linda deu um charme na minha sala.;pos
otimo atendimento e entrega antes do prazo.;pos
nao recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.quero receber a outra sem custo nenhum. pois o erro nao foi me;neg
recomendo.;pos
as bolsas sao lindas por fora, a cor e bem proxima da foto, mas por dentro nao tem o forro da descricao e o acabamento deixou um pouco a desejar, no mais a entrega foi super rapida;neg
preciso urgente desta mercadoria, o prazo maximo era ate o dia 3 e ate agora nao chegou;neg
otimo material bem resistente espacosa  gostei!;pos
otimo servico;pos
serio e rapido . prestacao de servicos de alta qualidade;pos
o produto e de muita baixa qualidade;neg
muito bom;pos
produto entregue bem embalado ,em perfeitas condicoes.;pos
demorou mas entregou!;neg
a compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro;neg
produto com defeito apresenta risco por nao ser confiavel, ja eviei e-mail e efetuei ligacoes e sem retorno.;neg
de modo geral, e satisfatorio por ser gravacao em laser. mas justamente por ser a laser, deixa a desejar quanto a centralizacao do pingente com a marca, bem como da qualidade da gravacao.;neg
otimo. chegou antes da data prevista , eu recomendaria para meus amigos a loja stark esta de parabens .;pos
tapete lindo.chegou muito antes do prazo.;pos
produto bom. gostei muito;pos
poderia ter agilizado com a entrega! porem recebi o produto em otimas condicoes!;pos
recebi 1 prancha. mas falta a outra porque sao 2. falta o pedido 02-645381563;pos
otimo . protudo chegou em otimo estado de conservacao, e antes do prazo!;pos
produto de excelente qualidade e a entrega foi feita antes do prazo previsto. muito satisfeita.;pos
o produto e muito lindo e esta com preco excelente! a entrega foi super rapida, ocorrendo muito antes do prazo! recomendo! o quarto ficou irado!!!!;pos
o produto veio sem nota fiscal, tive que solicitar pelo telefone.;neg
o produto nao e bom.;neg
bom;pos
entregue no prazo. muito satisfeito eu recomendo;pos
podem comprar sem medo;pos
gosto de comprar nessa loja porque agente n precisa avisar da entrega;pos
excelente produto!!;pos
produto entregue no prazo nota 10;pos
descricao do produto erra. a descricao do produto estava errada e nao consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda nao obtive resposta;neg
muito bom , exelente;pos
atendimento eficaz e entrega dentro do prazo;pos
aprovado. chegou um pouco antes do prazo, isso e bom;pos
gostei demais do travesseiro. e como descrito no site.;pos
super recomendo.entrega e produtos ok.;pos
nao entregou no tempo .. sem pontualidade nao da satisfacao ao cliente.;neg
satisfeito com a compra. satisfeito com a aquisicao e negocio.entrega no prazo, com produto bem embalado, com a nota fiscal, caixa original, garantia e manual do usuario.primeiras impressoes o relogio esta em perfeito.;pos
atendeu as expectativas;pos
muito bom, encomenda chegou certinha;pos
meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro king porem nao veio kiung e sim queem;neg
muito bom;neg
produto chegou rapidamente e conforme o anunciado.;pos
produto de baixa qualidade.;neg
produto de qualidade, preco justo, entrega dentro do prazo.o produto atendeu as minhas expectativas.recomendo o vendedor.;pos
me foi enviado o produto errado!;neg
entrega parcial.. efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. aguardando tratativa.;neg
adorei o produto,chegou antes do prazo estipulado.estou muito satisfeita.;pos
tudo ok;pos
o quadro foi entregue pelos correios e chegou com uma madeira atras quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto;neg
produto importado, o meu veio com defeito;neg
produto simples e bonito;pos
gostei muito da agilidade na entrega;pos
ainda nao recebi;neg
esperava maior um pouco;pos
o produto e razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou !;neg
recomendo!. produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.a qualidado produto e muito boa.;pos
so gostaria de saber o dia correto da entrega .;neg
produtos muito bons!;pos
friso lateral onix. otimo produto;pos
bebedouro. bom dia ... comprei um bebedouro vermelho metalico... e recebi um bebedouro rosa... obs... meu cachorro e macho...;neg
nao foi entregue, a primeira vez que acontece isso.;neg
o produto demorou um mes para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo ok.;pos
produto com avaria. comprei 2 unidades do produto, veio avariado visto que a embalagem e muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressao que dog colocado em cima dele.;neg
so acho que poderia ter comprado mais cartuchos, mas nao as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um unico pacote, o que baratearia o frete.;pos
eu comprei nas lannister, por se tratar de uma loja de confianca, porem ao chegar o produto descobri que o que foi vendido pela marca targus, era na verdade um produto falsificado, nao confio mais;neg
excelente servico;pos
pedido cancelado. pedido foi cancelado e mesmo assim a loja enviou o produto. devolvi o produto e quero o estorno da compra em meu cartao de credito.;neg
comprei um jogo de panelas com 8 panelas e uma panela de pressao vermelho e panelas do tipo oval. recebi um jogo com 6 panelas e jogo de espatulas pretos. coisa que nao pedi. veio apenas uma frideira.;neg
comprei num dia e recebi no outro e a mercadoria e excelente!!!;pos
nao gostei da qualidade do enchimento das almofadas;neg
conforme ja solicitei, preciso fazer a devolucao. ele nao foi entregue no prazo que eu precisa. ja solicitei por aqui e ja entrei em contato com o vendedor. estou no aguardo para fazer a devolucao.;pos
gostaei da rapidez da entrega;pos
quero saber dos demais produtos eram 3 itens;neg
parabens;pos
nao posso dar opiniao sobre produto pois nao recebi, sobre a loja eu nao recomendo, pois atrasa as entregas.;neg
excelente. produto chegou no prazo, em perfeitas condicoes e veio embalado de forma incrivel. muito bem embalado mesmo... chegou sem nenhum arranhao!;pos
nao recebi o produto;neg
comprei 2dois produtos iguais e tive que pagar 2dois fretes. a empresa poderia ter colocado em uma unica embalagem e cobrar apenas um frete. produto entregue em perfeitas condicoes. otimo produto.;pos
otimo produto!;pos
bom relogio entrega ruim. produto de qualidade, entrega muito demorada;neg
entrega muita rapida e produto em otimo estado.;pos
gostaria de saber se o produto mudou de embalagem. pois comprei a embalagem vermelha e recebi outra embalagem toda florida. preciso saber se e o mesmo produto.;pos
lavabo bem bonito e igual a descricao, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.;pos
produto entregue totalmente diferente do comprado;neg
otimo em tds os aspectos;pos
ainda estou aguardando;neg
aida nao recebi o produto;pos
recebi antes da data prometida. recomendo esta loja.;pos
demorou quase trinta dias .tempo demais;pos
satisfeito!;pos
depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios so entregarao um pacote contendo 2 peneus;neg
bom. gostei muito;pos
bom;pos
boa tarde! tive problemas com meu pedido sim! veio o mosqueteiro errado. pedi um de tamanho queen, que arrastasse ate o chao e com o circulo em cima bem grande. veio pequeno de cama de casal nor;neg
produto otimo!!. ate agora tudo perfeito, produto e entrega no prazo;pos
comprei 2 relogios, mas so foi entregue 1;neg
produto ok, recebido dentro do prazo, bem antes do previsto.;pos
a entrega foi antecipado, mais umas das panelas de pressao veio com o suporte quebrado.;neg
recomendo. tudo ok.;pos
otimo produto! recomendo!;pos
entrega muito demorada, comprei em 26/03/2018 e ate agora nao recebi os produtos;neg
bom;pos
o produto chegou conforme anunciado. gostei.;pos
dentro do prazo e informacoes do encaminhamento do produto de forma clara;pos
10;pos
excelente. recomendo.;pos
o produto enteque veio errado;neg
nao recebi o produto, o produto consta como enviado para o correio de ribeirao preto. o correio nao recebeu o produto. envie varias mensagem para a targaryen e nao obtive. esta targaryen esta sujando seu nome;neg
gostei;pos
o produto veio fora da especificacao. a calota vendida tinha o simbolo da citroen, mas a calota veio sem este simbolo.;neg
